,url,content_dec
591,https://sputnikglobe.com//20241110/russian-forces-take-control-of-the-volchenka-settlement-in-donetsk-peoples-republic-1120841791.html,
592,https://sputnikglobe.com//20231003/canada-increases-crackdown-on-media-trump-begins-trial-in-nyc-and-govt-shutdown-averted-1113868833.html,
593,https://sputnikglobe.com//20230727/dpr-head-unveils-shocking-death-toll-9-years-of-ukraines-shelling-killed-228-children-1112180884.html,
594,https://sputnikglobe.com//20220309/sanctions-on-russia-should-avoid-harming-civilians---guterres-office-1093729531.html,
595,https://sputnikglobe.com//20240427/ukraines-refusal-to-continue-negotiations-caused-by-pressure-from-london---kremlin-1118141626.html,
596,https://sputnikglobe.com//20250120/secretary-of-forever-wars-antony-blinkens-blood-soaked-legacy-1121472986.html,
597,https://sputnikglobe.com//20220311/meta-will-allow-calls-for-violence-against-russians--praise-of-neo-nazi-azov-battalion---reports-1093760671.html,
598,https://sputnikglobe.com//20220405/india-calls-for-independent-probe-into-bucha-events-1094508232.html,
599,https://sputnikglobe.com//20220303/president-putin-holds-meeting-with-security-council-amid-russian-op-in-ukraine-1093546188.html,
600,https://sputnikglobe.com//20230118/how-russia-diversifies--expands-its-gas-and-oil-supplies-despite-western-pressure-1106453925.html,
601,https://sputnikglobe.com//20220919/borrell-sees-ukrainian-conflict-as-good-occasion-for-enhancing-eu-latin-america-ties-1100983183.html,
602,https://sputnikglobe.com//20240621/slovak-defense-ministry-accuses-former-government-of-sabotage-and-treason-over-ukraine-jet-transfer-1119045921.html,
603,https://sputnikglobe.com//20220408/norwegian-fishermen-warn-of-looming-tragedy-as-govt-ponders-closing-ports-for-russian-ships-1094578199.html,
604,https://sputnikglobe.com//20240302/lavrov-us-should-be-deprived-of-blocking-quota-in-imf-1117084825.html,
605,https://sputnikglobe.com//20240918/russophobe-and-hypocrite-who-is-going-to-become-eus-new-chief-diplomat-1120193507.html,
606,https://sputnikglobe.com//20221102/disinformation-crusaders-how-big-tech-became-us-blobs-executioner-of-free-speech-1102998030.html,
607,https://sputnikglobe.com//20240501/ukraines-total-military-casualties-in-dpr-reaches-up-to-920-in-past-day---mod-1118211826.html,
608,https://sputnikglobe.com//20240424/university-encampments-spread-uk-deportation-plans-vw-unionization-1118089538.html,
609,https://sputnikglobe.com//20221109/us-reportedly-prodded-ukraines-zelensky-to-ditch-putin-out-of-power-condition-for-russia-talks-1103932017.html,
610,https://sputnikglobe.com//20220727/british-army-needs-more-money-to-address-growing-threats-uk-defense-secretary-says-1097848798.html,
611,https://sputnikglobe.com//20240405/watch-ukrainian-soldiers-shoot-comrades-attempt-to-conceal-corpses-1117756791.html,
612,https://sputnikglobe.com//20221024/ukrainian-dirty-bomb-threat-is-real-up-to-west-whether-they-want-to-believe-it-or-not-kremlin-1102574978.html,
613,https://sputnikglobe.com//20230512/western-inflation-self-inflicted-problem-with-no-end-in-sight-1110269612.html,
614,https://sputnikglobe.com//20240526/expired-why-is-zelensky-no-longer-ukraines-legitimate-president-1118642457.html,
615,https://sputnikglobe.com//20230926/canada-celebrates-nazis-uaw-strike-expands-macron-exits-niger-1113669036.html,
616,https://sputnikglobe.com//20241128/russia-target-ukraines-western-weapons-in-response-to-kievs-strikes-deep-into-its-territory-1121035740.html,
617,https://sputnikglobe.com//20230525/growing-number-of-countries-flock-to-russo-asian-economic-political-blocs-1110582754.html,
618,https://sputnikglobe.com//20240103/watch-russian-self-propelled-artillery-operate-in-ukrainian-conflict-zone-1115958556.html,
619,https://sputnikglobe.com//20220823/extreme-drought-floods-wreak-havoc-on-us-farmland-tripling-unplanted-acreage-government-report-1099892082.html,
620,https://sputnikglobe.com//20220830/hungary-to-ask-europe-to-stop-escalation-of-ukrainian-crisis-foreign-minister-says-1100182174.html,
621,https://sputnikglobe.com//20231231/west-unhappy-about-vucics-success-in-elections---lavrov-1115905475.html,
622,https://sputnikglobe.com//20240226/watch-russian-mortar-crew-destroy-ukrainian-observation-post-on-right-bank-of-dnepr-river-1116986251.html,
623,https://sputnikglobe.com//20220307/joint-chiefs-chairman-secretly-visited-weapons-shipment-hub-near-ukrainian-border-report-1093664572.html,
624,https://sputnikglobe.com//20220305/russian-embassy-sends-german-foreign-ministry-a-note-over-discrimination-against-russians-1093608372.html,
625,https://sputnikglobe.com//20230824/road-to-2024-key-moments-from-first-republican-debate-1112839708.html,
626,https://sputnikglobe.com//20240711/trump-eyeing-limiting-intel-sharing-with-nato-allies---reports-1119335795.html,
627,https://sputnikglobe.com//20230220/bidens-kiev-visit-aims-to-boost-approval-rating-ahead-of-elections-expert-says-1107623921.html,
628,https://sputnikglobe.com//20231005/trump-gagged-mccarthy-sacked-salt-water-crisis-in-louisiana-1113941624.html,
629,https://sputnikglobe.com//20220917/sabotage-group-neutralized-in-kherson---emergency-services-1100912327.html,
630,https://sputnikglobe.com//20220418/spains-energy-price-reduction-plan-entails-cuts-in-supplies-to-france-reports-say-1094860205.html,
631,https://sputnikglobe.com//20230626/denmark-to-speed-up-transfer-of-natos-f-16s-to-ukraine-1111473477.html,
632,https://sputnikglobe.com//20240421/us-senate-ready-to-vote-in-support-of-military-aid-to-ukraine-israel-on-tuesday-1118036880.html,
633,https://sputnikglobe.com//20241008/israel-intensifies-attacks-on-lebanon-and-gaza-1120464275.html,
634,https://sputnikglobe.com//20230709/ukrainian-counteroffensive-headed-for-disaster--ex-us-marine-1111775097.html,
635,https://sputnikglobe.com//20240601/robert-kennedy-jr-condemns-bidens-decision-to-authorize-ukrainian-strikes-inside-russia-1118735636.html,
636,https://sputnikglobe.com//20230923/costly-government-shutdown-looms-amid-split-in-congress-1113590728.html,
637,https://sputnikglobe.com//20220718/erdogan-to-discuss-grain-issue-with-cabinet-monday-reports-suggest-1097406716.html,
638,https://sputnikglobe.com//20220803/chinese-ambassador-to-uk-cautions-british-mps-against-going-to-taiwan-after-pelosi-1098054456.html,
639,https://sputnikglobe.com//20240102/cruel-tactics-used-to-hold-front-together-show-ukrainians-no-longer-committed-to-fight-1115950870.html,
640,https://sputnikglobe.com//20240909/kremlin-on-reports-of-iran-allegedly-supplying-missiles-such-information-not-always-true-1120084126.html,
641,https://sputnikglobe.com//20230802/north-korea-accuses-japan-of-reverting-to-militarism-1112341232.html,
642,https://sputnikglobe.com//20230925/untold-story-of-how-canada-became-a-safe-haven-for-ukrainian-wwii-era-nazis-1113656627.html,
643,https://sputnikglobe.com//20230407/us-resumes-building-of-biolabs-in-ukraine-russian-mod-says-1109239174.html,
644,https://sputnikglobe.com//20220427/nato-a-pretty-good-model-for-asia-pacific-says-top-us-general--1095104492.html,
645,https://sputnikglobe.com//20220609/texas-fascism-and-the-historic-roots-of-the-uvalde-massacre-1096135508.html,
646,https://sputnikglobe.com//20220705/sweden-denies-discussing-extraditions-with-turkey-in-madrid-1096978560.html,
647,https://sputnikglobe.com//20220408/us-to-deploy-one-patriot-missile-system-in-slovakia-pentagon-chief-announces-1094596222.html,
648,https://sputnikglobe.com//20220411/us-president-biden-and-indian-pm-modi-hold-virtual-meeting-1094675371.html,
649,https://sputnikglobe.com//20240211/watch-russian-basurmanin-bmp-1am-ifv-crews-at-special-military-operation-training-ranges-1116721942.html,
650,https://sputnikglobe.com//20220311/live-updates-eu-plans-to-get-rid-of-russia-as-energy-supplier-amid-crisis-in-ukraine-1093779681.html,
651,https://sputnikglobe.com//20230404/us-has-plans-to-help-ukraine-develop-natural-gas-resources-1109124599.html,
652,https://sputnikglobe.com//20240213/senators-advance-bill-to-send-billions-to-ukraine-israel-taiwan-1116745286.html,
653,https://sputnikglobe.com//20240503/reuters-again-posts-withdrawn-story-about-kievs-right-to-strike-russia-with-uk-weapons-1118233772.html,
654,https://sputnikglobe.com//20240203/ukrainian-military-slam-western-tanks-munitions-shortage--reports-1116569437.html,
655,https://sputnikglobe.com//20240919/middle-east-tensions-skyrocket-after-multiple-explosions-target-lebanon---1120196195.html,
656,https://sputnikglobe.com//20220609/us-pump-price-of-gasoline-exceeds-national-average-of-5gallon-first-time-ever---gasbuddy-1096163845.html,
657,https://sputnikglobe.com//20240501/china-geared-to-tip-naval-scales-as-new-super-carrier-hits-sea-trials-1118212308.html,
658,https://sputnikglobe.com//20220405/viral-video-allegedly-shows-ukrainian-national-police-tying-man-to-pole-with-plastic-wrap-1094506306.html,
659,https://sputnikglobe.com//20230318/icc-has-been-weaponized-to-buttress-us-imperialism--deserves-to-be-abolished-1108529397.html,
660,https://sputnikglobe.com//20240306/watch-mobile-anti-tank-paratrooper-unit-neutralize-ukrainian-infantry-group-1117157540.html,
661,https://sputnikglobe.com//20230822/russian-aerospace-forces-strike-another-ukrainian-navy-ship-in-black-sea-in-less-than-24-hrs-1112787521.html,
662,https://sputnikglobe.com//20231125/ex-pentagon-analyst-west-nixed-ukraine-russia-peace-deal-now-seeking-way-out-1115208807.html,
663,https://sputnikglobe.com//20220305/plumes-of-smoke-seen-in-mariupol-as-multiple-blasts-heard-near-city-sputnik-correspondent-says-1093612975.html,
664,https://sputnikglobe.com//20240419/sputnik-donbass-correspondent-russel-bentley-dies-in-donetsk-1117914011.html,
665,https://sputnikglobe.com//20240109/us-house-panel-sets-up-for-first-impeachment-hearing-against-homeland-securitys-mayorkas-1116087113.html,
666,https://sputnikglobe.com//20220824/funneling-us-weapons-to-ukraine-is-catalyst-for-future-conflict-ex-pentagon-adviser-warns-1099929158.html,
667,https://sputnikglobe.com//20230629/sanctions-exit-of-foreign-companies-did-not-collapse-russian-market---putin-1111551331.html,
668,https://sputnikglobe.com//20220412/us-intelligence-repeats-claims-possibility-of-russian-interference-ahead-of-2022-midterms---report-1094685829.html,
669,https://sputnikglobe.com//20240314/pentagons-300-mln-mini-bailout-for-ukraine-will-run-out-in-matter-of-weeks-1117336759.html,
670,https://sputnikglobe.com//20220715/russian-strike-wipes-out-participants-of-ukrainian-af-meeting-with-foreign-arms-suppliers---mod-1097340584.html,
671,https://sputnikglobe.com//20230403/so-youre-a-diplomat-really-germans-savage-foul-mouthed-warmongering-ukrainian-official--1109075314.html,
672,https://sputnikglobe.com//20240306/nulands-resignation-means-hard-times-ahead-for-ukraine-1117171405.html,
673,https://sputnikglobe.com//20220715/eu-slashes-ukraine-assistance-nine-fold-amid-domestic-economic-troubles-1097358837.html,
674,https://sputnikglobe.com//20220227/how-russias-swift-ban-could-backfire-on-west--pave-way-for-alternative-payment-systems-1093424581.html,
675,https://sputnikglobe.com//20220313/indian-pm-modi-reviews-security-preparedness-amid-ukraine-crisis-and-stalled-border-talks-with-1093826228.html,
676,https://sputnikglobe.com//20230315/from-raven-to-coyote-how-many-military-drones-does-the-us-have-1108417947.html,
677,https://sputnikglobe.com//20241130/uk-intel-chief-admits-mi6s-role-in-covert-operations-in-ukraine-1121045260.html,
678,https://sputnikglobe.com//20230101/kiev-regime-tried-and-failed-to-shake-down-israel-for-weapons-in-exchange-for-un-vote--report-1105961437.html,
679,https://sputnikglobe.com//20241025/ukraine-loses-over-5410-soldiers-in-battle-with-russian-southern-forces-1120674697.html,
680,https://sputnikglobe.com//20230314/cuba-to-keep-importing-russian-oil-at-present-level-1108390828.html,
681,https://sputnikglobe.com//20220908/india-may-dodge-us-led-coercive-oil-cartel-as-part-of-strategic-triangle-with-russia-china---prof-1100547271.html,
682,https://sputnikglobe.com//20230828/no-antidote-ukrainian-troops-terrified-of-russias-unstoppable-precision-gliding-bombs-1112948316.html,
683,https://sputnikglobe.com//20220324/why-iran-cant-trust-the-us-in-nuclear-negotiations-1094154038.html,
684,https://sputnikglobe.com//20220425/live-updates-us-state--defence-secretaries-visit-ukraine-1095024612.html,
685,https://sputnikglobe.com//20231020/full-of-prejudice-china-blasts-us-report-about-nuclear-arsenal-1114371763.html,
686,https://sputnikglobe.com//20240503/us-allies-mulling-providing-ukraine-with-50bln-from-russian-asset-profits--reports-1118246944.html,
687,https://sputnikglobe.com//20231204/watch-thrilling-footage-of-russian-forces-storming-artyomovskoye-village-1115369503.html,
688,https://sputnikglobe.com//20220311/russian-german-school-in-berlin-set-ablaze-1093781575.html,
689,https://sputnikglobe.com//20230406/ukrainian-artillery-kills-its-own-soldiers-who-surrendered-near-avdeyevka-russian-defense-ministry-1109213198.html,
690,https://sputnikglobe.com//20220623/gas-is-scarce-commodity-berlin-activates-2nd-of-three-stages-in-emergency-plan-amid-energy-crisis-1096591868.html,
691,https://sputnikglobe.com//20230416/sen-johnson-level-biden-family-grift-jaw-dropping-1109582221.html,
692,https://sputnikglobe.com//20220815/new-zealand-send-troops-to-train-ukrainians-to-fight-russia-weeks-after-pms-calls-for-diplomacy-1099609585.html,
693,https://sputnikglobe.com//20230928/university-of-alberta-closed-hunka-fund-soon-after-russian-embassys-request-1113776456.html,
694,https://sputnikglobe.com//20230421/robert-f-kennedy-jr-is-here-to-shake-up-the-2024-election-1109714845.html,
695,https://sputnikglobe.com//20221012/missile-strikes-continue-in-ukraine-trump-calls-for-negotiated-peace-deal-assange-protests-1101740933.html,
696,https://sputnikglobe.com//20231106/ukraine-in-eu-would-take-cash-from-pockets-of-blocs-eastern-members-1114757599.html,
697,https://sputnikglobe.com//20230623/modis-big-us-trip-pm-tells-off-biden-to-his-face-wont-tow-us-line-on-ukraine-1111427821.html,
698,https://sputnikglobe.com//20230926/russian-black-sea-fleet-commander-seen-alive-and-well-debunking-msm-reports-of-his-death-1113681148.html,
699,https://sputnikglobe.com//20220914/french-grid-operator-rte-not-ruling-out-power-outages-in-winter-1100754340.html,
700,https://sputnikglobe.com//20230616/watch-russian-troops-make-ukraines-superior-forces-run-for-their-lives-1111209835.html,
701,https://sputnikglobe.com//20230426/world-war-biden-1109838400.html,
702,https://sputnikglobe.com//20220525/i-beg-india-to-reconsider-wheat-export-ban-says-international-monetary-fund-chief-1095754236.html,
703,https://sputnikglobe.com//20240306/watch-russian-forces-destroy-himars-mlrs-deep-behind-ukrainian-front-line-1117155409.html,
704,https://sputnikglobe.com//20230312/white-house-fears-austins-refusal-to-work-with-icc-on-ukraine-will-hurt-morale-report-1108320633.html,
705,https://sputnikglobe.com//20240513/three-people-killed-4-injured-as-result-of-ukrainian-shelling-of-city-in-lpr-1118407587.html,
706,https://sputnikglobe.com//20220702/feds-anti-inflation-tactic-unhelpful-should-focus-on-supply-chains-economist-says-1096897035.html,
707,https://sputnikglobe.com//20230721/un-aware-of-reports-about-ukraine-using-cluster-bombs-says-they-should-not-be-used-1112049603.html,
708,https://sputnikglobe.com//20240223/1116937138.html,
709,https://sputnikglobe.com//20230616/spief-moderator-tells-sputnik-what-putin-is-prepared-to-do-to-protect-russias-interests-1111228470.html,
710,https://sputnikglobe.com//20230820/ukrainian-drone-attacks-railway-station-in-russias-kursk-5-people-injured-1112733569.html,
711,https://sputnikglobe.com//20220801/french-volunteer-i-witnessed-bucha-frame-up-1098000423.html,
712,https://sputnikglobe.com//20240911/ukraine-loses-over-12200-soldiers-during-operation-in-kursk-region---mod-1120107638.html,
713,https://sputnikglobe.com//20220906/chess-grandmaster-disqualified-for-backing-russias-ukraine-op-lambasts-western-cancel-culture-1100454203.html,
714,https://sputnikglobe.com//20240522/slovakia-working-with-other-countries-to-probe-attempt-on-ficos-life-1118579356.html,
715,https://sputnikglobe.com//20230614/erdogan-says-turkey-will-not-change-approach-to-swedens-nato-membership-at-july-summit-1111151287.html,
716,https://sputnikglobe.com//20231117/european-central-bank-warns-world-economy-fragmenting-into-competing-blocs-1115034378.html,
717,https://sputnikglobe.com//20231120/last-ditch-effort-to-revive-ukraine-story-why-murdoch-rushed-to-meet-zelensky-in-kiev-1115076201.html,
718,https://sputnikglobe.com//20240421/us-pumping-ukraine-with-weapons-to-protract-war-up-till-last-ukrainian---moscow-1118039648.html,
719,https://sputnikglobe.com//20230607/ukraine-had-motive-and-intent-to-destroy-novaya-kakhovka-dam-1110984203.html,
720,https://sputnikglobe.com//20240709/russian-envoy-condemns-un-security-council-for-falling-prey-to-ukraines-propaganda-campaign-1119314234.html,
721,https://sputnikglobe.com//20240403/federation-council-urges-un-to-denounce-west-attempts-to-meddle-into-russian-presidential-election--1117711871.html,
722,https://sputnikglobe.com//20230601/not-worth-penny-ambassador-on-us-words-about-non-support-of-ukrainian-attacks-on-russia-1110831392.html,
723,https://sputnikglobe.com//20220930/germany-to-rack-up-200-bln-in-debt-borrowing-to-offset-raging-energy-crisis-1101368038.html,
724,https://sputnikglobe.com//20241103/ukraine-loses-over-150-troops-in-kursk-region-in-1-day---russian-defense-ministry-1120762364.html,
725,https://sputnikglobe.com//20220510/as-us-gas-prices-hit-record-high-biden-says-his-plan-to-mitigate-costs-is-better-than-gops-1095412181.html,
726,https://sputnikglobe.com//20220224/the-height-of-hypocrisy-russia-criticised-but-how-many-times-has-nato-acted-without-approval-1093339428.html,
727,https://sputnikglobe.com//20220528/poland-wants-billions-from-brussels-to-support-ukrainian-refugees-1095851471.html,
728,https://sputnikglobe.com//20231226/how-new-mobilization-law-could-buy-time-for-zelensky-with-thousands-of-lives-1115824209.html,
729,https://sputnikglobe.com//20231214/ukraines-eu-accession-to-take-many-years--dutch-prime-minister-1115575940.html,
730,https://sputnikglobe.com//20230930/watch-russian-artillery-combat-on-the-kupyansk-frontlines-in-special-op--1113829631.html,
731,https://sputnikglobe.com//20220807/roger-waters-slams-war-criminal-biden-for-fueling-the-fire-in-ukraine--1099354019.html,
732,https://sputnikglobe.com//20220326/putin-thanks-russian-national-guard-taking-part-in-spec-military-op-1094226567.html,
733,https://sputnikglobe.com//20220824/polands-imported-coal-of-lower-quality-poor-substitute-for-russian-fuel-reports-say-1099947562.html,
734,https://sputnikglobe.com//20221117/republican-us-congressman-days-of-endless-cash-military-aid-for-ukraine-numbered-1104350108.html,
735,https://sputnikglobe.com//20230530/zelensky-has-turned-ukraine-into-new-afghanistan---former-pm-1110792704.html,
736,https://sputnikglobe.com//20220805/two-grain-ships-depart-from-ukrainian-black-sea-port-en-route-to-turkey-1098136485.html,
737,https://sputnikglobe.com//20221103/by-vote-of-185-2-un-condemns-us-embargo-of-cuba-for-30th-year-in-a-row-1103772872.html,
738,https://sputnikglobe.com//20230901/ukrainian-forces-shell-donetsk-with-cluster-bombs-and-incendiary-rockets-1113045847.html,
739,https://sputnikglobe.com//20250125/us-suspends-migrant-programs-including-ukraine-initiative-1121490756.html,
740,https://sputnikglobe.com//20220726/hungary-dismisses-unenforcable-eu-gas-cutback-plan-1097823326.html,
741,https://sputnikglobe.com//20220220/us-soldiers-in-poland-begin-drills-near-ukrainian-border-polish-defense-minister-says-1093213027.html,
742,https://sputnikglobe.com//20240302/watch-russian-su-35-fighter-jets-blocking-skies-over-avdeyevka--1117088107.html,
743,https://sputnikglobe.com//20220824/ex-osce-vice-pres-uk-policies-amid-ukrainian-conflict-aimed-at-preventing-russo-german-cooperation-1099956287.html,
744,https://sputnikglobe.com//20240306/fmr-nato-chief-calls-scholz-slowpoke-macron-chatterbox-as-wests-ukraine-plans-turn-sour-1117166211.html,
745,https://sputnikglobe.com//20220825/social-media-platforms-removed-pro-us-foreign-influence-campaigns---stanford-researchers-1100003429.html,
746,https://sputnikglobe.com//20231009/russia-warned-about-us-weapons-for-ukraine-ending-on-black-market-months-before-bloodbath-in-israel-1114040821.html,
747,https://sputnikglobe.com//20240122/eu-mulls-21-billion-military-aid-to-ukraine-bypassing-hungarys-veto--report---1116306920.html,
748,https://sputnikglobe.com//20240104/russian-troops-in-special-op-zone-receive-upgraded-t-80bvm-tanks-1115973269.html,
749,https://sputnikglobe.com//20230106/japans-kishida-will-make-appropriate-decision-on-his-possible-visit-to-ukraine---tokyo-1106073867.html,
750,https://sputnikglobe.com//20240417/pot-wants-to-be-kettle-1117967936.html,
751,https://sputnikglobe.com//20221223/sweden-orders-more-us-patriot-missiles-in-potentially-priciest-deal-in-history-1105716612.html,
752,https://sputnikglobe.com//20240528/scale-of-ukrainian-army-losses-astounding-western-journalist-admits-1118660703.html,
753,https://sputnikglobe.com//20221218/bank-of-france-economy-faces-sharp-slowdown-unlikely-to-bounce-back-quickly-1105561201.html,
754,https://sputnikglobe.com//20220518/oil-prices-down-2-second-day-in-row-as-us-economic-worries-bite-1095615906.html,
755,https://sputnikglobe.com//20220408/think-tank-director-more-americans-want-biden-out-of-white-house-than-regime-change-in-russia-1094592595.html,
756,https://sputnikglobe.com//20221024/irans-top-commander-tells-eu-what-it-can-do-with-his-sanctioned-assets-1102588338.html,
757,https://sputnikglobe.com//20230913/uk-economy-summer-shrinkage-blamed-on-bad-weather-and-strike-wave-1113335653.html,
758,https://sputnikglobe.com//20221011/orban-ceasefire-in-ukraine-should-be-negotiated-between-russia-and-us-1101732722.html,
759,https://sputnikglobe.com//20220917/cases-of-russia-using-nuclear-weapons-stated-in-nuclear-doctrine-peskov-says-1100895234.html,
760,https://sputnikglobe.com//20240326/russian-troops-reveal-how-first-ever-german-marder-ifv-taken-as-trophy-1117552445.html,
761,https://sputnikglobe.com//20230317/the-investigation-into-biden-family-corruption-grows-larger-1108484263.html,
762,https://sputnikglobe.com//20240706/broken-promises-fed-disillusioned-voters-rage-ahead-of-uk-elections---media-1119261649.html,
763,https://sputnikglobe.com//20221111/russia-partially-pulls-out-of-kherson-big-tech-merges-with-national-security-state-africom-coups-1103998163.html,
764,https://sputnikglobe.com//20230629/summit-of-european-union-to-start-in-brussels-1111537842.html,
765,https://sputnikglobe.com//20231211/horrific-gop-congresswoman-slams-biden-for-flushing-us-money-into-ukraine-abyss-1115519874.html,
766,https://sputnikglobe.com//20220717/finland-sees-no-increase-in-tension-with-russia-over-nato-integration-1097402224.html,
767,https://sputnikglobe.com//20231031/ukraine-and-gaza-are-both-self-manufactured-crises-put-upon-the-world-by-the-biden-neocons-1114614038.html,
768,https://sputnikglobe.com//20220708/how-uk-bill-shields-mainstream-media--axes-russian-news-under-guise-of-press-freedom--1097111750.html,
769,https://sputnikglobe.com//20220901/jon-stewart-us-military-spark-outrage-by-honoring-ukrainian-nazi-at-disney-world-1100250887.html,
770,https://sputnikglobe.com//20230303/toxic-blame-game-whos-responsible-for-east-palestines-mini-chernobyl-1107974876.html,
771,https://sputnikglobe.com//20240224/ukrainian-troops-forced-to-withdraw-from-lastochkino-west-of-avdeyevka-1116954658.html,
772,https://sputnikglobe.com//20230503/odessa-massacre-anniversary-antony-blinken-facing-scandal-french-protests-1110042441.html,
773,https://sputnikglobe.com//20221112/india-can-buy-all-russian-oil-it-wants-outside-price-cap-but-cant-use-western-services-us-says-1104040813.html,
774,https://sputnikglobe.com//20240727/russian-troops-liberate-lozovatskoye-settlement-in-donetsk-region---mod-1119531684.html,
775,https://sputnikglobe.com//20240912/long-range-strikes-nato-countries-risk-a-harsh-russian-response--swedish-military-veteran-1120123992.html,
776,https://sputnikglobe.com//20220304/end-of-internet-what-ciscos-exodus-from-the-russian-market-means-1093596311.html,
777,https://sputnikglobe.com//20220831/estonia-seeks-restricting-entry-to-russians-with-visas-from-other-schengen-states-1100242942.html,
778,https://sputnikglobe.com//20220408/hunter-bidens-lavish-life-on-the-taxpayers-dime-1094573955.html,
779,https://sputnikglobe.com//20220304/nato-countries-sending-terrorist-fighters-to-ukraine-russian-intelligence-service-warns-1093592308.html,
780,https://sputnikglobe.com//20221006/russia-iran-hammer-out-mechanisms-for-swapping-oil-and-gas-supplies-in-face-of-sanctions-1101575760.html,
781,https://sputnikglobe.com//20240503/why-chasov-yars-fall-could-become-turning-point-in-ukraine-conflict-1118242585.html,
782,https://sputnikglobe.com//20220806/amnestys-state-dept-cia-links-make-report-on-ukrainian-army-crimes-all-the-more-damning-observer-1098456816.html,
783,https://sputnikglobe.com//20230907/enrique-tarrio-sentenced-blinken-in-ukraine-google-antitrust-case-1113162739.html,
784,https://sputnikglobe.com//20240304/macrons-frustrated-voters-want-more-than-political-posturing-on-ukraine-1117126084.html,
785,https://sputnikglobe.com//20220322/italy-freezes-over-880mln-worth-assets-of-russian-businessmen-under-eu-sanctions-1094087460.html,
786,https://sputnikglobe.com//20220914/russia-urges-eu-to-disclose-final-destination-of-ukrainian-grain-exports-1100758474.html,
787,https://sputnikglobe.com//20230515/ukrainian-troops-become-active-along-entire-front-line-but-no-counteroffensive-yet---dpr-1110363344.html,
788,https://sputnikglobe.com//20220830/lavrov-praises-south-africas-responsible-position-on-western-anti-russia-sanctions-1100188044.html,
789,https://sputnikglobe.com//20231020/house-speaker-limbo-capitol-protests-venezuela-sanctions-1114337541.html,
790,https://sputnikglobe.com//20220718/kiev-conducted-experiments-with-extremely-dangerous-diseases-in-ukraine-russian-mp--1097428132.html,
791,https://sputnikglobe.com//20230221/us-not-china-pouring-weapons-into-ukraine-says-chinese-foreign-ministry-1107645334.html,
792,https://sputnikglobe.com//20231030/escalation-of-middle-east-conflict-could-push-oil-prices-to-157-a-barrel---world-bank-1114601611.html,
793,https://sputnikglobe.com//20240804/us-needs-europe-dependent---russia-on-oil-row-with-ukraine-1119633055.html,
794,https://sputnikglobe.com//20230608/watch-russian-tank-hunting-unit-in-action-against-ukrainian-armor-1111002151.html,
795,https://sputnikglobe.com//20220328/friends--foes-alike-react-with-alarm-to-bidens-apparent-call-for-regime-change-in-russia-1094249525.html,
796,https://sputnikglobe.com//20220331/putin-western-countries-must-open-accounts-in-russian-banks-to-buy-russian-gas-1094359921.html,
797,https://sputnikglobe.com//20240430/german-inflation-surges-as-backlash-from-flawed-sanctions-policies-drives-energy-costs---1118187311.html,
798,https://sputnikglobe.com//20241116/russian-armed-forces-hit-energy-infrastructure-facilities-of-ukraine---mod-1120903998.html,
799,https://sputnikglobe.com//20220726/book-ex-wh-russia-expert-mulled-faking-heart-attack-to-disrupt-trump-putin-helsinki-summit-1097826359.html,
800,https://sputnikglobe.com//20220527/live-updates-russia-says-recent-who-vote-on-ukraine-exposes-rift-within-global-community-1095836031.html,
801,https://sputnikglobe.com//20231222/watch-russian-mortar-crew-eliminate-ukrainian-armored-vehicles-1115740360.html,
802,https://sputnikglobe.com//20230607/swedens-supreme-court-greenlights-extradition-of-pkk-member-to-turkiye-media-reports-1110971199.html,
803,https://sputnikglobe.com//20230309/corporate-press-claims-pro-ukraine-group-behind-nord-stream-sabotage-1108194409.html,
804,https://sputnikglobe.com//20220520/russias-gas-revenue-may-top-100-bln-as-moscow-wins-first-round-of-energy-battle---french-media-1095656007.html,
805,https://sputnikglobe.com//20230128/russias-latest-pantsir-air-defense-systems-to-be-used-in-special-operation-zone---source-1106779556.html,
806,https://sputnikglobe.com//20230123/dishonest-to-the-point-of-misinformation-federal-reserve-dragged-for-odd-defense-spending-graph-1106627768.html,
807,https://sputnikglobe.com//20220224/biden-warns-russia-of-further-consequences-after-launch-of-special-military-operation-in-donbass-1093319490.html,
808,https://sputnikglobe.com//20241129/lavrov-accuses-unesco-chief-of-role-in-information-war-on-russia-1121042461.html,
809,https://sputnikglobe.com//20230515/ukraine-fired-3-storm-shadow-15-himars-missiles-at-lpr-in-past-week-1110363223.html,
810,https://sputnikglobe.com//20230910/erdogan-says-discussed-f-16-jets-supplies-with-biden-during-informal-talks-at-g20-summit-1113258055.html,
811,https://sputnikglobe.com//20221001/live-updates-sullivans-remark-on-nord-stream-example-of-unfounded-demonization---russian-embassy-1101400880.html,
812,https://sputnikglobe.com//20220306/chelsea-fc-auction-attracts-at-least-10-big-buyers---report-1093626949.html,
813,https://sputnikglobe.com//20220822/german-opposition-calls-for-visa-ban-for-russians---reports-1099843434.html,
814,https://sputnikglobe.com//20231209/polish-media-debunks-zelensky-narrative-that-ukraine-is-fighting-for-wests-freedom-1115500113.html,
815,https://sputnikglobe.com//20230619/nato-chief-says-allies-not-discussing-ukraines-accession-1111299579.html,
816,https://sputnikglobe.com//20240811/watch-su-25-jets-annihilate-ukrainian-military-personnel-and-equipment-in-kursk-region-1119716698.html,
