,url,content_dec
2005,https://sputnikglobe.com//20230911/musk-dismisses-treason-accusations-for-declining-to-activate-starlink-near-crimea-1113288426.html,
2006,https://sputnikglobe.com//20221121/why-eus-plan-to-sideline-russia-and-china-in-central-asia-is-sad-joke-1104512055.html,
2007,https://sputnikglobe.com//20230106/how-british-collector-stepped-in-to-help-struggling-russian-art-museum-in-spain-1106080643.html,
2008,https://sputnikglobe.com//20231113/us-reportedly-running-low-on-air-defense-systems-amid-heightened-mid-east-tensions-1114935259.html,
2009,https://sputnikglobe.com//20230402/russian-foreign-ministry-says-seizure-of-kiev-pechersk-lavra-illegitimate-immoral-1109059693.html,
2010,https://sputnikglobe.com//20220419/ukrainian-commander-doesnt-regret-surrender-admits-mariupol-views-ukrainian-forces-negatively-1094876052.html,
2011,https://sputnikglobe.com//20240513/sweden-not-ruling-out-deployment-of-nuclear-weapons-in-wartime-1118407443.html,
2012,https://sputnikglobe.com//20230923/blast-of-kakhovka-dam-aimed-at-creating-biohazard--russian-watchdog-1113601399.html,
2013,https://sputnikglobe.com//20231006/russian-helicopter-destroys-ukrainian-unmanned-boat-heading-towards-crimea---mod-1113978533.html,
2014,https://sputnikglobe.com//20231207/house-republicans-threaten-contempt-of-congress-proceedings-against-hunter-biden-1115443486.html,
2015,https://sputnikglobe.com//20220316/russian-foreign-ministry-fact-checks-op-ed-by-eus-borrell-1093913059.html,
2016,https://sputnikglobe.com//20220907/elon-musk-reportedly-said-twitter-deal-wouldnt-make-sense-if-were-heading-into-world-war-3-1100490341.html,
2017,https://sputnikglobe.com//20231129/ukrainian-eu-membership-tale-of-high-hopes-and-hard-realities-1115282643.html,
2018,https://sputnikglobe.com//20231108/open-war-may-break-out-within-kiev-regime-leadership-analyst-1114821919.html,
2019,https://sputnikglobe.com//20220904/uk-pm-hopeful-liz-truss-rejects-armageddon-scenario-for-crisis-plagued-britain-1100357827.html,
2020,https://sputnikglobe.com//20240421/as-europe-baulks-at-confiscating-russias-assets-outlook-for-ukraine-funding-challenging--1118038032.html,
2021,https://sputnikglobe.com//20220611/pentagon-chief-dubs-ukraine-preview-of-world-of-chaos-to-justify-us-300k-troop-presence-in-asia-1096223378.html,
2022,https://sputnikglobe.com//20221213/eu-scandals-peruvian-political-crisis-african-leaders-in-washington-1105400219.html,
2023,https://sputnikglobe.com//20221029/russia-suspends-participation-in-grain-deal-mod-says-1102828877.html,
2024,https://sputnikglobe.com//20230919/russian-chinese-coordination-important-amid-wests-deterrence-campaign---top-security-official-1113488676.html,
2025,https://sputnikglobe.com//20240702/ukraine-de-facto-in-default-due-to-commercial-debt-of-20bln---lawmaker-1119220757.html,
2026,https://sputnikglobe.com//20230208/demands-for-supply-of-combat-aircraft-submarines-to-kiev-harm-allies-unity-scholz-1107079899.html,
2027,https://sputnikglobe.com//20221120/uk-government-eyes-swiss-style-relations-with-eu-to-ease-trade-barriers-reports-say-1104463975.html,
2028,https://sputnikglobe.com//20221013/pointless-remarks-india-slams-pakistan-for-raising-kashmir-issue-during-un-vote-on-russia-1101793882.html,
2029,https://sputnikglobe.com//20220916/finnish-president-suggests-tightening-visa-rules-for-russian-owners-of-real-estate-1100841004.html,
2030,https://sputnikglobe.com//20240318/slovak-prime-minister-urges-parliamentary-vote-against-sending-troops-to-ukraine-1117398960.html,
2031,https://sputnikglobe.com//20220324/live-updates-62-civilians-killed-466-injured-in-donetsk-peoples-republic-in-past-35-days---jccc--1094141488.html,
2032,https://sputnikglobe.com//20230904/sky-high-showdown-su-34-deployed-hypersonic-kinzhal-dagger-missile-1113101815.html,
2033,https://sputnikglobe.com//20220402/russia-would-like-to-continue-talks-with-ukraine-in-belarus-but-kiev-doesnt-want-it---peskov-1094427569.html,
2034,https://sputnikglobe.com//20231130/from-backpack-drones-to-plane-sized-behemoths-five-cutting-edge-uavs-of-2023-1115305029.html,
2035,https://sputnikglobe.com//20220224/the-globalist-elite-want-to-destroy-russia-1093316061.html,
2036,https://sputnikglobe.com//20220716/weekly-news-wrap-up-senate-unveils-huge-pentagon-budget-self-sanctions-implode-euus-economies-1097365561.html,
2037,https://sputnikglobe.com//20231030/ukrainian-armed-forces-facing-critical-lack-of-medical-supplies---ex-prime-minister-1114596273.html,
2038,https://sputnikglobe.com//20230708/scott-ritter-cluster-munitions-will-change-nothing-for-ukraine-1111754159.html,
2039,https://sputnikglobe.com//20230509/trump-leads-biden-in-new-poll-divisions-brewing-in-eu-julian-assange-writes-to-king-charles-1110206010.html,
2040,https://sputnikglobe.com//20240212/austria-seeking-to-terminate-gas-supply-contracts-with-russias-gazprom---energy-minister-1116742638.html,
2041,https://sputnikglobe.com//20240529/kremlin-aware-of-reports-on-poland-allowing-ukraine-to-use-weapons-to-strike-russia-1118683980.html,
2042,https://sputnikglobe.com//20230930/romania-asks-to-buy-out-moldovas-only-river-port-1113814670.html,
2043,https://sputnikglobe.com//20220705/not-putin-who-raised-taxes-swedish-opposition-leader-blasts-govt-for-scapegoating-russia-1096957429.html,
2044,https://sputnikglobe.com//20240518/why-russia-seeks-to-create-buffer-zone-in-kharkov-region-amid-current-offensive-1118519918.html,
2045,https://sputnikglobe.com//20240801/putin-congratulates-russian-paratroopers-on-airborne-forces-day-1119599422.html,
2046,https://sputnikglobe.com//20240404/hungary-against-nato-strengthening-coordinating-role-in-supplying-arms-to-ukraine---szijjarto-1117728425.html,
2047,https://sputnikglobe.com//20230404/plans-to-return-heavy-tanks-into-us-land-combat-forces-could-backfire-says-marine-general-1109095250.html,
2048,https://sputnikglobe.com//20231207/donetsk-peoples-republic-shelled-by-ukraine-39-times-in-past-day-1115440903.html,
2049,https://sputnikglobe.com//20220826/russian-security-councils-chairman-us-and-nato-de-facto-involved-in-ukraine-conflict-1100042967.html,
2050,https://sputnikglobe.com//20240810/iran-vows-to-retaliate-against-israel-despite-attempts-to-simmer-tensions-1119701043.html,
2051,https://sputnikglobe.com//20221205/putin-stresses-importance-of-land-road-connecting-crimea-with-rest-of-russia-kremlin-1105074654.html,
2052,https://sputnikglobe.com//20230402/moscow-on-vladlen-tatarskys-death-intl-organizations-ignore-kievs-threats-to-russian-journalists-1109057360.html,
2053,https://sputnikglobe.com//20231201/watch-russian-kamikaze-drone-eliminate-german-made-ukrainian-leopard-2a4-tank-1115318378.html,
2054,https://sputnikglobe.com//20230131/un-says-alleged-use-of-banned-landmines-by-ukraine-should-be-investigated-1106865620.html,
2055,https://sputnikglobe.com//20221002/opec-reportedly-to-consider-cutting-oil-output-by-over-1-million-barrels-to-stem-slump-in-prices-1101436809.html,
2056,https://sputnikglobe.com//20220307/egypt-might-have-condemned-russia-over-ukraine-op-but-that-wont-harm-ties-says-professor-1093651724.html,
2057,https://sputnikglobe.com//20240604/kremlin-mulls-response-as-nato-enables-ukraines-terrorism-against-russian-civilians-1118761396.html,
2058,https://sputnikglobe.com//20240126/how-trump-and-us-conservatives-deal-a-blow-to-ukraine-aid-package-1116417287.html,
2059,https://sputnikglobe.com//20231016/russian-army-snuffs-out-ukrainian-drones-over-artemovsk-1114227934.html,
2060,https://sputnikglobe.com//20231010/environmental-damage-from-kakhovka-hydropower-plant-destruction-may-exceed-4bln-1114075396.html,
2061,https://sputnikglobe.com//20240404/shoigu-france-to-face-problems-if-troops-sent-to-ukraine-1117728624.html,
2062,https://sputnikglobe.com//20221116/turkey-ready-to-become-transit-country-for-russian-oil--gas-supplies-to-bangladesh-1104290114.html,
2063,https://sputnikglobe.com//20220714/gabbard-warns-us-proxy-conflict-with-russia-in-ukraine-brings-it-close-to-brink-of-nuclear--war-1097305904.html,
2064,https://sputnikglobe.com//20230419/report-trudeau-told-nato-canada-will-never-meet-blocs-military-spending-objective-1109672909.html,
2065,https://sputnikglobe.com//20240217/escalating-tensions-lebanese-israeli-border-sees-deadliest-day-in-months-1116833976.html,
2066,https://sputnikglobe.com//20230424/kremlin-spokesman-confirms-his-eldest-son-took-part-in-russias-special-operation-1109807013.html,
2067,https://sputnikglobe.com//20240427/russian-air-defenses-one-of-the-most-robust-and-integrated-in-the-world--ex-us-air-force-officer-1118145221.html,
2068,https://sputnikglobe.com//20220725/new-eu-tranche-allocated-to-ukraine-brings-total-military-assistance-to-25bln-1097773195.html,
2069,https://sputnikglobe.com//20231121/euromaidan-color-revolution-that-brought-ukraine-to-ruin-1115104905.html,
2070,https://sputnikglobe.com//20221020/new-swedish-foreign-minister-to-make-first-trip-to-finland-1102464806.html,
2071,https://sputnikglobe.com//20240730/donald-trump-dominates-latest-polls-despite-new-democratic-candidate--1119556158.html,
2072,https://sputnikglobe.com//20220919/bidens-taiwan-defense-vows-how-us-using-salami-slicing-strategy-to-dilute-one-china-principle-1100977719.html,
2073,https://sputnikglobe.com//20221202/eu-reaches-agreement-on-price-cap-on-oil-from-russia-at-60-per-barrel-1104982333.html,
2074,https://sputnikglobe.com//20230202/worlds-largest-wealth-fund-loses-170bln-in-single-unusual-year-1106905792.html,
2075,https://sputnikglobe.com//20230811/watch-russias-tunguska-m1aircraft-killer-in-combat-action-in-special-op-zone-1112529680.html,
2076,https://sputnikglobe.com//20220511/chinese-modern-attack-chopper-reportedly-flew-into-taiwan-air-zone-for-first-time-1095417454.html,
2077,https://sputnikglobe.com//20220314/russian-armed-forces-disable-nearly-4000-ukrainian-military-facilities---mod-1093850499.html,
2078,https://sputnikglobe.com//20230907/nato-drills-to-show-russia-the-alliance-owns-baltic-sea-as-some-involved-countries-lack-potential-1113178751.html,
2079,https://sputnikglobe.com//20230914/they-will-be-hunted-down-ukrainian-military-speaker-threatens-russian-journalists-1113379420.html,
2080,https://sputnikglobe.com//20220323/joe-rogan-blasts-us-media-u-turn-on-ukraine-coverage-for-dodging-corruption-far-right-group-issues-1094102384.html,
2081,https://sputnikglobe.com//20230913/russian-ships-damaged-in-sevastopol-missile-attack-to-be-repaired-1113338453.html,
2082,https://sputnikglobe.com//20220515/buffalo-shooters-manifest-has-nazi-symbol-previously-used-by-azov-battalion-1095526360.html,
2083,https://sputnikglobe.com//20220621/defeat-in-ukraine-means-the-end-of-nato-former-un-weapons-inspector-says-1096518106.html,
2084,https://sputnikglobe.com//20241114/rheinmetall-plant-in-ukraine-may-serve-for-provocations-against-russia--german-politician-1120882214.html,
2085,https://sputnikglobe.com//20240105/watch-russian-airborne-troops-pulverize-ukrainian-infantry-with-anti-tank-missiles-1115985213.html,
2086,https://sputnikglobe.com//20231103/us-congress-vote-to-prioritize-israel-aid-likely-to-doom-ukraine-war-strategy-1114704596.html,
2087,https://sputnikglobe.com//20241011/dutch-budget-has-over-11bln-earmarked-for-ukraine-military-aid---defense-minister-1120515755.html,
2088,https://sputnikglobe.com//20231201/russian-aerospace-forces-to-train-pilots-on-using-smart-bombs-in-special-op-zone-1115317047.html,
2089,https://sputnikglobe.com//20230303/germany-got-a-slap-in-the-face-from-us-but-can-do-nothing-but-obey-political-scientist--1107986269.html,
2090,https://sputnikglobe.com//20241201/bidens-lame-duck-push-to-poach-angola-symptomatic-of-us-persistent-misreading-of-africa-1121062883.html,
2091,https://sputnikglobe.com//20220511/eu-commission-confirms-preparing-legal-tool-to-allow-seizing-frozen-russian-assets-1095434352.html,
2092,https://sputnikglobe.com//20240914/pink-floyd-co-founder-accuses-western-media-of-biased-coverage-of-donbass-gaza-conflicts-1120145659.html,
2093,https://sputnikglobe.com//20221111/seoul-assures-it-wont-send-arms-to-kiev-after-secret-weapons-swap-involving-us-uncovered----1104016375.html,
2094,https://sputnikglobe.com//20230427/hungarian-defense-minister-urges-partners-to-be-cautious-about-nato-expansion-1109869086.html,
2095,https://sputnikglobe.com//20240324/russian-airstrikes-on-kharkov-eradicate-roughly-30-ukrainian-servicemen---clandestine-operative-1117525627.html,
2096,https://sputnikglobe.com//20230918/kiev-fails-to-attract-neutral-countries-to-implement-its-peace-formula---russias-un-envoy-1113443519.html,
2097,https://sputnikglobe.com//20220615/biden-to-visit-saudi-arabia-meet-mbs-consortium-news-and-newsguard-aflcio-and-government-funding-1096317089.html,
2098,https://sputnikglobe.com//20220328/live-updates-russian-investigative-committee-orders-probe-into-war-prisoners-murder-in-ukraine-1094272283.html,
2099,https://sputnikglobe.com//20231021/russian-military-mulls-creating-special-units-armed-with-mini-attack-drones---report-1114378265.html,
2100,https://sputnikglobe.com//20230421/us-should-listen-to-adversaries-closely-communicate-effectively---ex-us-defense-official-1109717728.html,
2101,https://sputnikglobe.com//20240906/ukrainian-defense-ministry-runs-out-of-money-for-military-allowance---parliament-1120052673.html,
2102,https://sputnikglobe.com//20231206/us-senate-fails-to-advance-supplemental-funding-request-with-ukraine-israel-aid-1115438920.html,
2103,https://sputnikglobe.com//20230629/prigozhin-was-informed-that-wagner-would-not-receive-funding-without-contracts-with-mod---lawmaker-1111544635.html,
2104,https://sputnikglobe.com//20230226/belarus-says-ukrainian-media-spreading-lies-about-cross-border-shooting-1107827496.html,
2105,https://sputnikglobe.com//20220530/kremlin-not-ruling-out-new-gas-payment-mechanism-may-be-applied-for-paying-public-debt-1095873541.html,
2106,https://sputnikglobe.com//20231211/uniparty-republicans-eager-to-send-ukraine-all-the-money-biden-wants-1115524426.html,
2107,https://sputnikglobe.com//20220313/tensions-in-jerusalem-flare-up-but-will-it-lead-to-new-confrontation-between-israel--hamas-1093822022.html,
2108,https://sputnikglobe.com//20240906/russia-destroys-caesar-installation-of-ukraine-on-border-of-kursk-region---defense-ministry-1120055083.html,
2109,https://sputnikglobe.com//20230831/russias-fsb-says-ukrainian-sabotage-group-defeated-in-bryansk-region-1113010944.html,
2110,https://sputnikglobe.com//20220705/uk-cabinet-minister-sajid-javid-steps-down-in-protest-at-boris-johnsons-leadership-1096989111.html,
2111,https://sputnikglobe.com//20220322/russias-upper-house-to-take-part-in-joint-probe-with-duma-on-biological-labs-in-ukraine-1094071888.html,
2112,https://sputnikglobe.com//20240917/trump-says-us-will-get-along-well-with-russia-china-after-he-wins-election-1120173384.html,
2113,https://sputnikglobe.com//20250113/ukraine-attacks-russian-turkstream-compressor-station-using-uavs--1121419257.html,
2114,https://sputnikglobe.com//20220313/russian-mod-up-to-180-foreign-mercenaries-killed-in-russian-strikes-on-ukrainian-training-centres-1093834690.html,
2115,https://sputnikglobe.com//20220927/domino-effect-italy-becomes-latest-european-nation-to-go-right-1101253334.html,
2116,https://sputnikglobe.com//20220418/almost-1-in-10-parents-in-uk-expected-to-visit-food-banks-amid-rising-costs-1094863031.html,
2117,https://sputnikglobe.com//20230824/gop-presidential-debate-putin-speaks-to-brics-japan-to-release-nuclear-contaminated-water-1112847215.html,
2118,https://sputnikglobe.com//20221101/lula-to-face-more-challenging-term-than-before-has-to-balance-between-china-us-1102927109.html,
2119,https://sputnikglobe.com//20220313/at-least-six-killed-several-injured-after-kiev-forces-fire-on-volnovakha-hospital---medics-1093820175.html,
2120,https://sputnikglobe.com//20221030/russia-retrieves-and-examines-parts-of-drones-used-in-sevastopol-attack-mod-says-1102847480.html,
2121,https://sputnikglobe.com//20220718/un-chief-ready-to-visit-istanbul-after-progress-made-on-ukraine-grain-deal---spokesperson-1097433292.html,
2122,https://sputnikglobe.com//20230721/irs-whistleblowers-accuse-doj-of-hindering-investigation-into-biden-family-1112019997.html,
2123,https://sputnikglobe.com//20230118/eu-hopes-to-resolve-disagreements-with-us-stemming-from-inflation-reduction-act-michel-1106465756.html,
2124,https://sputnikglobe.com//20240520/no-signs-anyone-on-board-iranian-presidents-helicopter-alive-1118534044.html,
2125,https://sputnikglobe.com//20240117/air-defenses-destroy-7-olha-missiles-4-drones-over-russias-belgorod-region-1116212386.html,
2126,https://sputnikglobe.com//20220311/we-will-continue-our-work-rossiya-segodnya-slams-youtube-over-decision-to-block-channels-1093789966.html,
2127,https://sputnikglobe.com//20230528/air-raid-warnings-issued-in-multiple-regions-of-ukraine-1110757888.html,
2128,https://sputnikglobe.com//20240210/tucker-carlsons-historic-interview-with-vladimir-putin-key-facts-1116700430.html,
2129,https://sputnikglobe.com//20220505/india-france-to-strengthen-ties-as-macron-warns-about-consequences-of-ukraine-conflict-in-asia-1095280178.html,
2130,https://sputnikglobe.com//20230831/watch-russian-t-72-b3-tank-in-combat-in-special-op-zone-1113018411.html,
2131,https://sputnikglobe.com//20240705/so-fing-bad-trump-predicts-pathetic-kamala-harris-will-replace-biden-1119248834.html,
2132,https://sputnikglobe.com//20240531/nicaragua-expresses-support-for-chinas-position-on-ukraine-settlement-1118713063.html,
2133,https://sputnikglobe.com//20220627/us-working-to-deploy-excalibur-precision-artillery-shells-in-ukraine-1096723169.html,
2134,https://sputnikglobe.com//20221103/why-bidens-speech-cant-avert-dems-defeat-polarizes-nation-further-1103731805.html,
2135,https://sputnikglobe.com//20220426/pentagon-chief-believes-ukraine-will-possibly-again-seek-to-become-nato-member-1095076548.html,
2136,https://sputnikglobe.com//20240814/russian-doctors-treating-russian-ukrainian-soldiers-equally-1119763606.html,
2137,https://sputnikglobe.com//20221007/truss-lambasted-over-reluctance-to-rule-out-winter-blackouts-after-national-grid-warning-1101592461.html,
2138,https://sputnikglobe.com//20230123/berlin-will-not-stand-in-the-way-if-poland-opts-to-send-tanks-to-ukraine-baerbock-says-1106600608.html,
2139,https://sputnikglobe.com//20240906/an-affront-to-the-democratic-will-macron-pushes-through-pm-pick-after-60-days-1120048204.html,
2140,https://sputnikglobe.com//20220326/us-promises-more-lng-trump-vs-clinton-politico-attacks-rumble-1094205003.html,
2141,https://sputnikglobe.com//20220309/in-economic-war-russia-has-every-right-to-hit-back-1093720846.html,
2142,https://sputnikglobe.com//20240106/dc-think-tank-if-congress-fails-to-fund-ukraine-soon-biden-will-need-to-freeze-conflict-1116018075.html,
2143,https://sputnikglobe.com//20231130/ukraine-loses-up-to-270-soldiers-in-donetsk-direction-in-past-day-1115301862.html,
2144,https://sputnikglobe.com//20231224/watch-russian-bars-volunteer-unit-ready-to-repel-ukrainian-drone-attacks-1115783481.html,
2145,https://sputnikglobe.com//20240226/leaked-details-on-cia-ops-in-ukraine-signal-end-is-near-for-kiev-agency-vet-1116996822.html,
2146,https://sputnikglobe.com//20230215/ukraine-support-fatigue-ohio-train-derailment-2020-fbi-informants-1107437408.html,
2147,https://sputnikglobe.com//20240815/ukraines-military-mission-in-kursk-unclear---white-house-1119782711.html,
2148,https://sputnikglobe.com//20240327/watch-artillery-crews-of-russian-airborne-troops-strike-ukrainian-positions-1117574271.html,
2149,https://sputnikglobe.com//20221013/pundit-says-russia-china-should-show-wits-and-endurance-in-response-to-new-us-security-strategy-1101815378.html,
2150,https://sputnikglobe.com//20220310/volkswagen-economic-damage-to-eu-from-ukraine-crisis-may-be-worse-than-covid-19-pandemic-1093743977.html,
2151,https://sputnikglobe.com//20240227/russias-special-operations-forces-invisible-warriors-who-saved-crimea-in-2014-1117013895.html,
2152,https://sputnikglobe.com//20240317/russian-forces-hit-ukrainian-tank-factory-repairing-german-leopards---source-1117389216.html,
2153,https://sputnikglobe.com//20220828/algeria-ready-to-increase-gas-supplies-to-france-reports-suggest-1100085753.html,
2154,https://sputnikglobe.com//20240821/ukraines-bill-outlawing-canonical-orthodox-church-fits-wests-globalist-agenda---psyop-veteran-1119857967.html,
2155,https://sputnikglobe.com//20230428/thousands-of-afghans-entitled-to-uk-asylum-left-behind-after-pullout-1109913160.html,
2156,https://sputnikglobe.com//20220321/american-delusions-of-pitting-china-against-russia-1094061665.html,
2157,https://sputnikglobe.com//20230612/ukraine-urges-germany-to-spare-many-more-leopard-tanks-after-military-setback-1111085590.html,
2158,https://sputnikglobe.com//20240111/russian-air-defenses-intercepted-ukrainian-drones-over-three-regions-1116109004.html,
2159,https://sputnikglobe.com//20221111/plas-newest-amphibious-assault-ship-anhui-joined-combat-oriented-drills-chinese-media-says-1104030692.html,
2160,https://sputnikglobe.com//20220401/gibberish-filled-remarks-by-kamala-harris-in-meeting-with-jamaican-pm-savagely-mocked-online---1094404453.html,
2161,https://sputnikglobe.com//20230920/unga-kicks-off-with-biden-ready-to-condemn-russia-1113505764.html,
2162,https://sputnikglobe.com//20220328/canadian-supermarkets-remove-russian-made-items-from-shelves-reports-suggest-1094251352.html,
2163,https://sputnikglobe.com//20230503/russian-investigative-committee-opens-criminal-case-after-drone-attack-on-kremlin-1110067250.html,
2164,https://sputnikglobe.com//20221111/we-have-had-enough-why-western-leaders-populations-call-for-halting-money-flow-to-ukraine-1104025789.html,
2165,https://sputnikglobe.com//20221210/pink-floyd-co-founder-roger-waters-calls-for-freeing-julian-assange-at-rally-in-new-york-1105334881.html,
2166,https://sputnikglobe.com//20230522/why-is-bakhmut-called-artemovsk-and-whats-its-true-story-1110519902.html,
2167,https://sputnikglobe.com//20230328/russian-defense-ministry-says-high-precision-glsdb-bomb-shot-down-in-ukraine-1108867028.html,
2168,https://sputnikglobe.com//20220907/us-defense-policy-chief-says-russia-not-risk-to-us-world-order-in-long-term-like-china-1100517552.html,
2169,https://sputnikglobe.com//20231013/blinken-in-israel-gaza-health-facilities-bombed-uaw-strike-spreads-1114157718.html,
2170,https://sputnikglobe.com//20241019/watch-ukrainian-soldiers-forced-to-work-in-chernobyl-radioactive-zone-prisoner-reveals-1120602491.html,
2171,https://sputnikglobe.com//20220514/major-us-manufacturer-warns-baby-formula-shortage-will-last-throughout-this-year-1095507695.html,
2172,https://sputnikglobe.com//20221231/putin-awards-commander-of-russian-forces-in-ukraine-with-high-military-award-1105958098.html,
2173,https://sputnikglobe.com//20221011/france-to-build-up-military-presence-in-eastern-europe-within-nato-framework---minister-1101739301.html,
2174,https://sputnikglobe.com//20230207/turkish-earthquake-sports-betting-addiction-taibbi-on-twitter-files-1107022947.html,
2175,https://sputnikglobe.com//20220614/kremlin-putin-to-go-to-st-petersburg-on-thursday-to-speak-at-spief-next-day-1096309758.html,
2176,https://sputnikglobe.com//20230104/never-gonna-give-you-up-us-to-continue-backing-venezuelas-guaido-after-opposition-abandons-him-1106046187.html,
2177,https://sputnikglobe.com//20220601/what-is-the-game-changer-himars-rocket-artillery-biden-is-sending-to-ukraine-1095926703.html,
2178,https://sputnikglobe.com//20230727/african-leaders-grateful-to-putin-for-support-on-intl-platforms---african-union-1112177398.html,
2179,https://sputnikglobe.com//20230915/lavrov-participates-in-envoys-round-table-on-ukraine-1113388105.html,
2180,https://sputnikglobe.com//20240925/death-toll-in-lebanon-rises-cnn-fake-news-music-industry-abuse-1120275559.html,
2181,https://sputnikglobe.com//20220727/as-russian-fm-lavrov-concludes-africa-trip-what-was-on-the-agenda-1097866091.html,
2182,https://sputnikglobe.com//20240207/nato-not-interfering-in-issue-of-possible-replacement-of-zaluzhnyi-in-ukraine--stoltenberg-1116650201.html,
2183,https://sputnikglobe.com//20240903/volkswagen-eyes-plant-closures-in-germany-as-countrys-economy-sabotaged-by-us-1119992129.html,
2184,https://sputnikglobe.com//20240405/curious-timing-whats-behind-us-security-council-resolution-proposing-ban-on-nukes-in-space-1117767963.html,
2185,https://sputnikglobe.com//20230512/russias-medvedev-says-ww3-will-have-no-winners-1110293263.html,
2186,https://sputnikglobe.com//20230228/western-officials-admitted-involvement-in-ukraine-conflict-says-serbian-president-1107884618.html,
2187,https://sputnikglobe.com//20230201/biden-says-no-f-16s-to-ukraine---but-for-how-long-1106866689.html,
2188,https://sputnikglobe.com//20250107/meet-new-boss-same-as-old-boss-who-might-emerge-as-canadas-next-leader-1121376309.html,
2189,https://sputnikglobe.com//20230627/kremlin-not-aware-of-plans-to-hold-international-talks-on-ukraine-in-july-1111492861.html,
2190,https://sputnikglobe.com//20230405/trump-speaks-at-mar-a-lago-following-indictment-in-new-york-1109132941.html,
2191,https://sputnikglobe.com//20240729/sukhoi-aircraft-keeping-russias-skies-safe-for-85-years-and-counting-1119541660.html,
2192,https://sputnikglobe.com//20230225/iran-reveals-newly-developed-long-range-missile-with-mach-13-top-speed-1107786669.html,
2193,https://sputnikglobe.com//20231118/apec-summits-final-declaration-omits-ukraine-conflict-1115041362.html,
2194,https://sputnikglobe.com//20220830/europeans-paying-for-brussels-irrational-and-absurd-energy-policy-while-us-profits-kremlin-1100162954.html,
2195,https://sputnikglobe.com//20240419/russia-downs-3-ukrainian-atacms-missiles-25-vampire-rockets-3-drones---defense-ministry-1118006447.html,
2196,https://sputnikglobe.com//20220522/video-blinken-uses-taylor-swift-song-to-joke-that-us-russia-are-never-ever-getting-back-together-1095695952.html,
2197,https://sputnikglobe.com//20231222/ex-pentagon-analyst-warns-us-stretched-thin-on-ukraine-israel-and-taiwan-fronts-1115749074.html,
2198,https://sputnikglobe.com//20220612/live-updates-spains-plan-to-send-leopard-tanks-to-ukraine-crumbles-under-german-pressure---reports-1096234721.html,
2199,https://sputnikglobe.com//20231030/watch-russian-sappers-eliminate-ukrainian-armored-vehicle-1114593013.html,
2200,https://sputnikglobe.com//20231113/biden-wants-xi-to-revive-priority-issue-of-us-china-military-channels-1114912172.html,
2201,https://sputnikglobe.com//20230228/to-veto-or-not-to-veto-sweden-and-finlands-nato-bids-in-limbo-as-turkiye-hungary-mull-pros--cons-1107877919.html,
2202,https://sputnikglobe.com//20220811/stratcom-head-us-working-furiously-to-formulate-new-deterrence-strategy-against-russia-china-1099494374.html,
2203,https://sputnikglobe.com//20230318/trump-expects-to-be-arrested-tuesday-following-illegal-leaks-from-daniels-probe-by-manhattan-da-1108537709.html,
2204,https://sputnikglobe.com//20240820/trump-launches-attacks-against-several-politicians-amid-ongoing-campaign-1119829559.html,
2205,https://sputnikglobe.com//20241107/houthis-urge-trump-to-make-american-economy-great-again-by-ending-gaza-war-1120812236.html,
2206,https://sputnikglobe.com//20220602/us-cyber-command-admits-to-offensive-attacks-against-russia-from-ukraine-1095932554.html,
2207,https://sputnikglobe.com//20240419/sticky-inflation-fisa-expanded-nord-stream-in-court-1118002841.html,
2208,https://sputnikglobe.com//20220317/nato-us-hold-key-to-resolving-ukrainian-crisis---chinese-foreign-ministry-1093964253.html,
2209,https://sputnikglobe.com//20240831/meta-censorship-admission-kamala-harris-first-interview-yemen-controls-the-red-sea-1119968508.html,
2210,https://sputnikglobe.com//20230710/nato-may-adopt-multilateral-declaration-on-ukraine-containing-individual-pledges-1111789889.html,
2211,https://sputnikglobe.com//20221006/paris-club-seeks-cooperation-with-india--china-to-restructure-sri-lankas-foreign-debt-1101571427.html,
2212,https://sputnikglobe.com//20220716/russian-defense-minister-orders-to-boost-offensive-to-prevent-ukrainian-strikes-against-civilians-1097370764.html,
2213,https://sputnikglobe.com//20220224/new-us-sanctions-to-affect-europe-ukraine-more-than-russia---expert-1093317872.html,
2214,https://sputnikglobe.com//20220328/us-financing-over-300-biolabs-across-world-russian-consumer-watchdog-head-says-1094266153.html,
2215,https://sputnikglobe.com//20220507/dhs-secretary-eviscerated-over-disinformation-board-1095316021.html,
2216,https://sputnikglobe.com//20241101/find-out-where-most-ukrainian-refugees-fled-to-since-february-2022-1120749403.html,
2217,https://sputnikglobe.com//20220607/russias-victory-in-ukraine-is-needed-for-stability-and-survival-of-middle-east-says-journalist-1096080876.html,
2218,https://sputnikglobe.com//20220922/western-sanctions-against-russia-primarily-affect-europe-bosnias-serb-leader-dodik-1101069781.html,
2219,https://sputnikglobe.com//20240818/putin-china-become-chief-us-newsmakers-in-2024-1119809721.html,
2220,https://sputnikglobe.com//20230602/drones-hit-energy-facilities-in-russias-smolensk-region-1110853556.html,
2221,https://sputnikglobe.com//20220618/absolute-explosion-of-inflation-to-hit-us-in-13-days-affecting-midterms-gop-pollster-warns-1096430526.html,
2222,https://sputnikglobe.com//20240328/which-western-companies-took-biggest-hit-from-break-with-russia--1117609456.html,
2223,https://sputnikglobe.com//20220328/bidens-budget-proposal-more-military-police-funding-tax-hikes-on-the-rich-maybe-1094270219.html,
