url,date
https://admohub.eu/hr/media/afp/factchecks/korisnici-drustvenih-mreza-netocno-povezuju-munje-i-haarp-s-potresom-u-turskoj/,2023-06-01
https://gadmo.eu/postings-machen-haarp-forschungsprojekt-flschlich-fr-polarlichter-verantwortlich/,2024-05-27
https://gadmo.eu/fake-gewinnspiel-kaufland-verlost-keine-gutscheine-im-wert-von-500-euro-auf-facebook/,2023-03-13
https://www.tjekdet.dk/undervisning/opgave-4,2023-05-01
https://cedmohub.eu/video-shows-ukrainian-entrepreneur-in-dubai-not-officials-son-dodging-military-duty/,2024-04-03
https://cedmohub.eu/pl/tygodnik-polityka-nie-opublikowa-okadki-przedstawiajcej-toncy-statek-w-barwach-flagi-ukrainy/,2023-03-01
https://www.knack.be/factcheck/factcheck-ook-asymptomatische-personen-kunnen-zware-covid-19-veroorzaken,2021-08-31
https://gadmo.eu/insekten-tauchen-mit-allergiehinweis-in-zutatenliste-auf/,2023-01-24
https://cedmohub.eu/pl/nie-general-zaluzny-nie-wzywa-do-wyjscia-z-okopow/,2023-11-20
https://defacto-observatoire.fr/Medias/Factuel/Fact-checks/Cette-image-generee-par-IA-ne-montre-pas-Elon-Musk-avec-une-epouse-robot/,2023-05-31
https://www.tjekdet.dk/faktatjek/basal-biologi-goer-teenagere-ikke-bare-kan-sove-klokken-22-men-skaerme-foer-sengetid,2023-08-11
https://brodhub.eu/ro/media/factual/fals-pamantul-nu-este-plat-si-antarctica-nu-este-un-zid-de-gheata/,2024-05-20
https://meddmo.eu/fact-check-gp-claims-that-rape-victims-dont-get-pregnant/,2023-07-10
https://www.tjekdet.dk/forskning/en-undersoegelse-af-danskernes-debatadfaerd,2022-06-09
https://www.faktisk.no/artikler/jyydd/nei-80-90-prosent-av-bilparken-er-ikke-elektrisk,2023-09-08
https://www.knack.be/factcheck/factcheck-nee-dit-is-geen-protest-van-miljoenen-mensen-in-parijs-maar-een-massafeest-in-valencia,2023-05-03
https://gadmo.eu/vermummungsverbot-nein-in-sterreich-kostet-maske-tragen-in-ffis-nicht-150-euro-strafe/,2023-03-20
https://meddmo.eu/fact-check-can-the-ombudsman-auditor-general-sit-on-inquiry-board/,2023-07-20
https://faktabaari.fi/fakta/digivaalivahti-seuraa-mita-algoritmit-suosittelevat-suomalaisille-check-first-kertoo-miten-se-onnistuu/,2024-01-22
https://admohub.eu/hr/media/afp/factchecks/seksisticke-neistine-prosirile-su-se-o-kamali-harris-nakon-sto-je-biden-ispao-iz-utrke/,2024-01-01
https://www.faktisk.no/artikler/z5m4v/dette-skjer-ved-et-regjeringsskifte,2021-09-14
https://www.knack.be/factcheck/factcheck-ja-het-budget-van-de-lijn-is-tijdens-de-voorbije-regeerperiode-gestegen-maar-volgens-specialisten-is-het-werkingsbudget-de-facto-gekrompen,2024-03-02
https://www.lakmusz.hu/felkesz-liftrol-allitja-bohar-daniel-hogy-a-semmibe-nyilik-es-niedermuller-peter-legrosszabb-dontese/?lang=hu,2023-06-14
https://www.faktisk.no/artikler/j7lkg/utdatert-estimat-om-framtidig-ki-generert-innhold,2024-05-16
https://nieuwscheckers.nl/rectificatie-nrc-schreef-niet-ongenuanceerd-over-effecten-van-kou-op-gezondheid,2023-02-08
https://www.vrt.be/vrtnws/nl/2022/06/01/check-regenboogvlag-oekraine,2022-06-01
https://gadmo.eu/nein-dieses-bild-zeigt-keinen-von-russland-eroberten-leopard-panzer-in-der-ukraine/,2023-03-21
https://belux.edmo.eu/document-does-not-show-pfizers-covid-vaccine-contains-graphene-oxide/,2023-05-12
https://gadmo.eu/trockenheit-am-bodensee-im-jahr-1540-widerlegt-nicht-den-menschengemachten-klimawandel/,2022-08-11
https://gadmo.eu/rki-statistik-zu-hitzebedingten-sterbefllen-falsch-wiedergegeben/,2023-09-28
https://defacto-observatoire.fr/Medias/Factuel/Fact-checks/Attention-plonger-des-piles-dans-de-l-eau-bouillante-ne-permet-pas-de-les-recharger-et-peut-s-averer-dangereux/,2022-12-23
https://defacto-observatoire.fr/Medias/Le-vrai-du-faux/Fact-checks/Le-vrai-du-faux-Est-ce-que-la-moitie-des-faits-de-delinquance-a-Paris-est-commise-par-des-etrangers-comme-l-affirme-Emmanuel-Macron/,2022-11-01
https://gadmo.eu/foto-zeigt-kein-ukrainisches-tattoo-studio-das-hakenkreuze-zum-halben-preis-entfernt/,2023-02-20
https://www.knack.be/factcheck/factcheck-deeltijdse-werknemers-hebben-vaker-stressgerelateerde-klachten-dan-voltijdse-collegas,2017-12-05
https://gadmo.eu/dieses-video-zeigt-ein-brennendes-schiff-in-sri-lanka-nicht-die-folgen-eines-raketenangriffs-vor-der-jemenitischen-kste/,2024-01-19
https://www.knack.be/factcheck/factcheck-ja-lang-haar-kan-een-rol-spelen-in-je-aantrekkingskracht,2021-02-02
https://gadmo.eu/falscher-kontext-video-zeigt-nicht-brcke-in-baltimore-sondern-explosion-auf-der-krim-brcke/,2024-03-28
https://gadmo.eu/geflschter-medienbericht-ber-waffen-aus-der-ukraine-die-in-frankreich-landeten/,2023-08-12
https://gadmo.eu/kein-deutsches-klassenzimmervideo-zeigt-vorfall-in-brasilianischer-schule/,2023-03-07
https://www.lakmusz.hu/kamunak-tuno-vietnami-lajkok-es-egy-titokban-keszitett-hangfelvetel-ilyen-volt-a-lakmusz-marciusa/?lang=hu,2024-04-04
https://www.knack.be/factcheck/factcheck-nee-dit-is-geen-frans-kerkhof-voor-elektrische-autos,2021-07-24
https://www.thejournal.ie/climate-change-myths-facts-cop27-5908902-Nov2022/,2022-11-06
